종목코드,공시등급,공시성격,해당공시,공시일자,최근공시일
038390,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-14
240810,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-09-04
199800,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-06,2026-09-04
069080,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-28
086890,5,실적·계약,영업(잠정)실적(공정공시),2026-08-06,2026-08-14
417970,5,실적·계약,영업(잠정)실적(공정공시),2026-08-06,2026-09-03
051500,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-28
077360,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-13
036560,5,실적·계약,영업(잠정)실적(공정공시),2026-08-06,2026-08-31
137950,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-19
089890,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-06,2026-08-14
179900,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-06,2026-08-14
035760,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-31
005290,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-09-02
253450,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-31
024880,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-13
105330,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-27
041830,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-14
0015G0,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-06,2026-08-14
234340,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-06,2026-08-25
039130,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-18
395400,5,실적·계약,영업(잠정)실적(공정공시),2026-08-05,2026-09-02
109070,5,실적·계약,[기재정정]주요사항보고서(영업양수결정),2026-08-05,2026-09-02
251270,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-28
069960,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-31
214320,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-28
307950,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-05,2026-08-28
005300,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-28
002380,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-31
004270,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-19
229640,5,실적·계약,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-28
030720,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-27
278470,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-27
000990,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-28
323410,5,실적·계약,영업(잠정)실적(공정공시),2026-08-05,2026-08-31
222800,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-09-04
347860,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-08-05,2026-08-14
041510,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-28
072020,5,실적·계약,영업(잠정)실적(공정공시),2026-08-05,2026-08-18
0015N0,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-09-01
081150,5,실적·계약,영업(잠정)실적(공정공시),2026-08-05,2026-08-31
215480,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-14
155650,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-14
252990,5,실적·계약,영업(잠정)실적(공정공시),2026-08-05,2026-08-14
046440,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-26
293490,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-05,2026-08-24
016360,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-31
004490,5,실적·계약,영업(잠정)실적(공정공시),2026-08-04,2026-08-28
499790,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-28
035250,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-09-02
071840,5,실적·계약,영업(잠정)실적(공정공시),2026-08-04,2026-08-28
013890,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-09-04
272550,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-09-03
453340,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-28
079430,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-28
377300,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-26
450080,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-31
000880,5,실적·계약,영업(잠정)실적(공정공시),2026-08-04,2026-09-02
090460,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-14
090850,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-28
048550,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-28
067000,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-19
376300,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-31
205500,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-19
272290,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-14
290720,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-04,2026-09-04
068760,5,실적·계약,영업(잠정)실적(공정공시),2026-08-04,2026-08-27
061040,5,실적·계약,[기재정정]주요사항보고서(회사합병결정),2026-08-04,2026-08-27
097780,5,실적·계약,[기재정정]주요사항보고서(회사합병결정),2026-08-04,2026-08-14
310870,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-14
452430,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-04,2026-08-12
076080,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-04,2026-08-24
263860,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-04,2026-08-14
004560,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-28
020000,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-28
004020,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-28
001120,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-28
194370,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-14
126560,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-28
003160,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-20
010950,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-28
187660,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-03,2026-09-03
047920,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-08-03,2026-09-01
052260,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-28
100120,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-14
101490,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-13
388210,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-14
068930,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-14
373170,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-08-03,2026-09-02
274400,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-08-03,2026-08-14
356860,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-08-14
472850,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-08-03,2026-09-04
444530,5,실적·계약,단일판매ㆍ공급계약체결,2026-08-03,2026-08-14
004800,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-31
094280,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-28
298020,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-31
298040,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-28
006280,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-14
353200,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-13
084010,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-18
317450,5,실적·계약,영업(잠정)실적(공정공시),2026-07-31,2026-08-13
008770,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-31
012750,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-31
103140,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-14
005810,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-14
063160,5,실적·계약,영업(잠정)실적(공정공시),2026-07-31,2026-08-14
014820,5,실적·계약,영업(잠정)실적(공정공시),2026-07-31,2026-08-28
028670,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-07-31,2026-08-28
064400,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-09-02
003570,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-12
199430,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-07-31,2026-08-14
215000,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-14
219550,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-07-31,2026-08-31
355690,5,실적·계약,[기재정정]유상증자결정(종속회사의주요경영사항),2026-07-31,2026-08-27
262260,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-07-31,2026-08-14
091340,5,실적·계약,[기재정정]주요사항보고서(회사합병결정),2026-07-31,2026-08-18
232680,5,실적·계약,영업(잠정)실적(공정공시),2026-07-31,2026-09-01
142280,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-14
066130,5,실적·계약,영업(잠정)실적(공정공시),2026-07-31,2026-08-14
067160,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-09-04
030960,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변동,2026-07-31,2026-09-02
092460,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-14
078890,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-27
137940,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-14
067730,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-07-31,2026-08-14
234690,5,실적·계약,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-14
356890,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-07-31,2026-08-14
003380,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자회사의 주요경영사항),2026-07-31,2026-08-27
150900,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-31,2026-08-13
118990,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-07-31,2026-08-20
006650,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-14
001500,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-28
108670,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-28
033270,5,실적·계약,영업(잠정)실적(공정공시),2026-07-30,2026-08-14
487570,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-09-04
298050,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-09-04
073240,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-09-03
007210,5,실적·계약,영업(잠정)실적(공정공시),2026-07-30,2026-08-14
002390,5,실적·계약,영업(잠정)실적(공정공시),2026-07-30,2026-08-14
001440,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-28
279570,5,실적·계약,영업(잠정)실적(공정공시),2026-07-30,2026-09-01
000230,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-14
249420,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-14
002790,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-28
213500,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-26
002820,5,실적·계약,영업(잠정)실적(공정공시),2026-07-30,2026-09-04
004000,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-27
066570,5,실적·계약,[기재정정]연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-31
090080,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-14
090430,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-08-28
103590,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-07-30,2026-08-11
006400,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-09-04
489790,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-09-01
047050,5,실적·계약,연결재무제표기준영업(잠정)실적(공정공시),2026-07-30,2026-09-03
