종목코드,조회코드,종목명,영문명,시장구분,통화,현재가,등락률,시가총액,거래량,배당수익률,업종_소분류,상장폐지여부,국가,기준연도,결산월,매출액_전기,매출액_원화_전기,매출액_전전기,매출액_원화_전전기,매출액,매출액_원화,PER_전기,PER_전전기,PER,PBR_전기,PBR_전전기,PBR,EBITDA_전기,EBITDA_원화_전기,EBITDA_전전기,EBITDA_원화_전전기,EBITDA,EBITDA_원화,영업이익_전기,영업이익_원화_전기,영업이익_전전기,영업이익_원화_전전기,영업이익,영업이익_원화,당기순이익_전기,당기순이익_원화_전기,당기순이익_전전기,당기순이익_원화_전전기,당기순이익,당기순이익_원화,배당수익률_전기,배당수익률_전전기,ROA_전기,ROA_전전기,ROA,영업이익률
6702,6702.T,후지쯔,Fujitsu Limited,도쿄,JPY,3900.0,2.77,6785135233500.0,7988300.0,1.45,IT 서비스 및 컨설팅,True,일본,2026.0,3.31,3550116000000.0,30610875000000.0,3756059000000.0,32386619000000.0,3502971000000.0,30204367000000.0,34.35,17.29,23.11,3.77,3.07,3.34,423774000000.0,3653991000000.001,424696000000.0,3661941000000.001,482772000000.0,4162702000000.0,262880000000.0,2266683000000.0,258150000000.0,2225898000000.0,341545000000.0,2944972000000.0,197256000000.0,1700840000000.0002,254478000000.0,2194237000000.0,303069000000.0,2613212000000.0,0.78,0.89,5.98,7.87,8.94,9.75
5802,5802.T,스미토모전기공업,Sumitomo Electric Industries  Ltd.,도쿄,JPY,2133.0,1.43,6773900951772.0,10920500.0,1.85,"자동차, 트럭 및 오토바이 부품",True,일본,2026.0,3.31,4679789000000.0,40351481000000.0,4402814000000.0,37963264000000.0,5110171000000.0,44062449000000.0,42.69,10.54,21.21,3.85,0.86,2.48,527502000000.0,4548386000000.0,432951000000.0,3733120000000.0,630935000000.0,5440237000000.0,320663000000.0,2764917000000.0,226618000000.0,1954014000000.0,418173000000.0,3605697000000.0,193771000000.0,1670790000000.0002,149723000000.0,1290987000000.0,369508000000.0,3186083000000.0,0.98,3.6,5.04,4.03,8.66,8.18
6701,6701.T,NEC,NEC Corporation,도쿄,JPY,4828.0,2.09,6586595692820.0,7323600.0,0.85,IT 서비스 및 컨설팅,True,일본,2026.0,3.31,3423431000000.0,29518534000000.004,3477262000000.0,29982692000000.0,3582733000000.0,30892115000000.004,31.31,30.48,24.59,3.08,2.43,2.96,478158000000.0,4122917000000.0,412159000000.0,3553841000000.0005,568373000000.0,4900796000000.0,278342000000.0,2400004000000.0,191653000000.0,1652528000000.0,371630000000.0,3204380000000.0,175183000000.0,1510515000000.0,149521000000.0,1289245000000.0,270228000000.0,2330041000000.0,0.66,0.8,4.32,4.01,6.22,10.37
4578,4578.T,오츠카 홀딩스,Otsuka Holdings Co.  Ltd.,도쿄,JPY,12030.0,-1.72,6532156671510.0,1258300.0,1.63,제약,True,일본,2025.0,12.31,2329861000000.0,20089226000000.0,2018568000000.0,17405103000000.0,2468892000000.0,21288021000000.0,11.89,15.53,18.69,1.84,1.8,2.12,524969000000.0,4526545000000.0,392501000000.0,3384340000000.0,535878000000.0,4620608000000.0,416930000000.0,3594979000000.0,294669000000.0,2540783000000.0,419723000000.0,3619062000000.001,343120000000.0,2958552000000.0,121616000000.0,1048634000000.0,363150000000.0,3131261000000.0,1.39,1.51,9.78,3.88,9.23,17.0
8630,8630.T,솜포 홀딩스,Sompo Holdings  Inc.,도쿄,JPY,6856.0,-0.42,6405072426552.0,2516100.0,2.9,손해보험,True,일본,2026.0,3.31,4825021000000.0,41603744000000.0,4824523000000.0,41599450000000.0,5392912000000.0,46500384000000.0,230.9,10.25,15.12,1.36,1.64,1.18,230409000000.0,1986702000000.0,595909000000.0,5138225000000.0,721935000000.0,6224885000000.0,127124000000.0,1096127000000.0,501785000000.0,4326641000000.001,614649000000.0,5299811000000.0,22443000000.0,193515000000.0,416054000000.0,3587426000000.0,411511000000.0,3548254000000.0,2.48,2.24,0.15,2.97,2.4,11.4
6723,6723.T,르네사스 일렉트로닉스,Renesas Electronics Corp,도쿄,JPY,3302.0,0.33,6176770350270.0,9905200.0,0.0,반도체,True,일본,2025.0,12.31,1348479000000.0,11627260000000.0,1469415000000.0,12670031000000.0,1321212000000.0,11392150000000.0,22.16,12.02,55.2,1.82,1.87,2.54,433005000000.0,3733586000000.0,555052000000.0,4785936000000.0,414724000000.0,3575958000000.0,224289000000.0,1933932000000.0,372624000000.0,3212950000000.0,228607000000.0,1971164000000.0,219087000000.0,1889078000000.0,337085000000.0,2906515000000.0,-51764000000.0,-446335000000.00006,1.09,0.66,5.73,11.28,-1.19,17.3
7751,7751.T,캐논,CANON INC.,도쿄,JPY,4615.0,-0.97,6155318386360.0,3045600.0,3.43,사무기기,True,일본,2025.0,12.31,4509821000000.0,38885932000000.0,4180972000000.0,36050431000000.0,4624727000000.0,39876709000000.0,17.25,18.76,12.76,1.3,1.46,1.18,681749000000.0,5878381000000.0,614042000000.0,5294577000000.0,694939000000.0,5992112000000.0,444854000000.0,3835754000000.0,375366000000.0,3236593000000.0,455390000000.0,3926600000000.0,160025000000.0,1379816000000.0,264513000000.0,2280763000000.0,332053000000.0,2863127000000.0,3.45,2.93,3.27,5.41,6.02,9.85
6367,6367.T,다이킨공업,Daikin Industries Ltd,도쿄,JPY,20500.0,-1.54,6008836446500.0,1808300.0,1.73,전기 부품 및 장비,True,일본,2026.0,3.31,4752335000000.0,40977009000000.0,4395317000000.0,37898621000000.0,5015036000000.0,43242148000000.0,22.82,15.87,17.96,2.56,1.91,1.88,647684000000.0,5584655000000.0,607701000000.0,5239902000000.0,691197000000.0,5959846000000.0,401669000000.0,3463391000000.0005,392137000000.0,3381201000000.0,414991000000.0,3578260000000.0,264757000000.0,2282867000000.0,260311000000.0,2244532000000.0,275229000000.0,2373162000000.0,1.26,1.54,5.5,5.88,5.23,8.27
6146,6146.T,디스코,Disco Corp,도쿄,JPY,54460.0,0.78,5909271015340.0,1291800.0,1.13,반도체 장비 및 테스트,True,일본,2026.0,3.31,393313000000.0,3391341000000.0005,307554000000.0,2651884000000.0,436889000000.0,3767075000000.0,63.7,33.21,47.35,16.05,7.32,10.95,178913000000.0,1542677000000.0,132484000000.0,1142343000000.0,198835000000.0,1714455000000.0,166715000000.0,1437500000000.0,121453000000.0,1047228000000.0,184014000000.0,1586661000000.0,123891000000.0,1068250000000.0,84205000000.0,726058000000.0,135521000000.0,1168530000000.0,0.57,1.29,20.51,16.43,19.41,42.12
8308,8308.T,리소나홀딩스,Resona Holdings  Inc.,도쿄,JPY,2550.0,0.0,5883198498300.0,9041500.0,1.45,은행,True,일본,2026.0,3.31,617156000000.0,5321428000000.0,509232000000.0,4390853000000.0,822649000000.0,7093291000000.0,21.13,16.79,21.68,1.63,0.96,1.95,408207000000.0,3519765000000.0,320724000000.0,2765443000000.0,516349000000.0,4452219000000.0,368955000000.0,3181314000000.0,282075000000.0,2432192000000.0,478757000000.0,4128082000000.0,213324000000.0,1839386000000.0,158930000000.0,1370374000000.0,258717000000.0,2230787000000.0,1.44,1.98,0.28,0.21,0.34,58.2
6954,6954.T,화낙,Fanuc Corp,도쿄,JPY,5931.0,2.95,5825857782330.0,5339000.0,2.21,산업용 기계 및 장비,True,일본,2026.0,3.31,797129000000.0,6873245000000.0,795274000000.0,6857250000000.0,857831000000.0,7396648000000.0,39.37,24.49,33.71,3.37,1.91,3.03,205294000000.0,1770148000000.0,190920000000.0,1646208000000.0002,231545000000.0,1996497000000.0,158846000000.0,1369650000000.0,141919000000.0,1223697000000.0,183763000000.0,1584496000000.0,147557000000.0,1272310000000.0,133159000000.0,1148163000000.0,166543000000.0,1436017000000.0,1.63,2.57,7.84,7.13,8.41,21.42
4062,4062.T,이비덴,Ibiden Co Ltd,도쿄,JPY,20475.0,3.83,5806120913775.0,7940600.0,0.18,반도체,True,일본,2026.0,3.31,369436000000.0,3185462000000.0,370511000000.0,3194731000000.0,416201000000.0,3588693000000.0,97.28,16.83,77.45,8.83,1.15,10.24,100083000000.0,862966000000.0,93600000000.0,807066000000.0,124393000000.0,1072579000000.0,45878000000.0,395583000000.0,47568000000.0,410155000000.0,58157000000.0,501459000000.0,33704000000.0,290613000000.0,31490000000.0,271523000000.0,63713000000.0,549365000000.0,0.13,0.98,3.08,3.19,6.28,13.97
6762,6762.T,TDK,TDK CORPORATION,도쿄,JPY,2907.5,2.65,5651772615638.0,7939800.0,1.41,전자 장비 및 부품,True,일본,2026.0,3.31,2204806000000.0,19010940000000.0,2103876000000.0,18140671000000.0,2504820000000.0,21597810000000.0,32.29,24.08,31.01,2.84,1.63,2.7,410917000000.0,3543132000000.0,359720000000.0,3101686000000.0,476607000000.0,4109544000000.0,214688000000.0,1851147000000.0,169174000000.0,1458703000000.0,272415000000.0,2348898000000.0,167161000000.0,1441346000000.0,124687000000.0,1075114000000.0,195663000000.0,1687104000000.0,1.19,1.74,4.9,3.84,5.01,10.88
4661,4661.T,오리엔탈랜드,ORIENTAL LAND CO.  LTD.,도쿄,JPY,3136.0,1.13,5646213708800.0,5433300.0,0.52,여가 및 오락시설,True,일본,2026.0,3.31,679374000000.0,5857902000000.0,618493000000.0,5332956000000.0,704539000000.0,6074888000000.0,31.74,42.35,40.88,4.02,5.27,4.53,237533000000.0,2048128000000.0,212139000000.0,1829169000000.0,234958000000.0,2025925000000.0,172111000000.0,1484027000000.0,165437000000.0,1426481000000.0,168413000000.0,1452141000000.0,124160000000.0,1070570000000.0,120225000000.0,1036640000000.0,121881000000.0,1050919000000.0,0.58,0.49,8.89,9.39,7.95,23.9
6902,6902.T,덴소,DENSO CORPORATION,도쿄,JPY,1916.5,-1.06,5578892577802.0,6900400.0,3.82,"자동차, 트럭 및 오토바이 부품",True,일본,2026.0,3.31,7161777000000.0,61752422000000.0,7144733000000.0,61605460000000.0,7539975000000.0,65013434000000.0,13.27,16.65,11.55,1.06,0.93,0.94,904934000000.0,7802792999999.999,794525000000.0,6850792000000.0,988399000000.0,8522470000000.0,496304000000.0,4279381000000.0,381589000000.0,3290251000000.0,564663000000.0,4868807000000.0,419081000000.0,3613526000000.0,312791000000.0,2697040000000.0,443755000000.0,3826277000000.0,3.43,3.52,5.4,4.31,5.78,7.49
5108,5108.T,브리지스톤,BRIDGESTONE CORPORATION,도쿄,JPY,3961.0,-2.61,5284120723362.0,3639300.0,3.07,타이어 및 고무 제품,True,일본,2025.0,12.31,4430096000000.0,38198503000000.0,4313800000000.0,37195741000000.0,4429452000000.0,38192950000000.0,16.91,12.14,13.39,1.4,1.17,1.43,826751000000.0,7128660000000.001,781921000000.0,6742114000000.0,836188000000.0,7210031000000.0,478518000000.0,4126021000000.0,475850000000.0,4103017000000.0,481895000000.0,4155140000000.0,285022000000.0,2457602000000.0,326930000000.0,2818954000000.0,317106000000.0,2734246000000.0,2.88,3.59,5.24,6.41,5.65,10.88
4568,4568.T,다이이찌산쿄,Daiichi Sankyo Co Ltd,도쿄,JPY,2794.0,-2.12,5204923961226.0,5495600.0,3.5,제약,True,일본,2026.0,3.31,1886256000000.0,16264242000000.002,1601688000000.0,13810554999999.998,2123045000000.0,18305956000000.0,16.87,31.17,21.25,2.98,3.65,3.2,400366000000.0,3452156000000.0,270918000000.0,2335990000000.0,306549000000.0,2643219000000.0,331925000000.0,2862023000000.0,211588000000.0,1824418000000.0,229089000000.0,1975320000000.0,292613000000.0,2523056000000.0,202545000000.0,1746443999999.9998,259492000000.0,2237470000000.0,2.66,1.87,8.46,6.79,6.96,10.79
8604,8604.T,노무라 홀딩스,Nomura Holdings  Inc.,도쿄,JPY,1669.0,2.27,5154810981069.0,9393000.0,3.19,투자 은행 및 중개 서비스,True,일본,2026.0,3.31,4736743000000.0,40842567000000.0,4157294000000.0,35846268000000.0,4758486000000.0,41030046000000.0,11.82,15.47,13.8,1.12,0.72,1.28,533617000000.0,4601113000000.0,335190000000.0,2890176000000.0,608090000000.0,5243256000000.0,471964000000.0,4069510000000.0,273850000000.0,2361272000000.0,539821000000.0,4654607000000.0,340736000000.0,2937996000000.0,165863000000.0,1430154000000.0,362129000000.0,3122457000000.0,3.89,4.66,0.62,0.34,0.63,11.34
2802,2802.T,아지노모토,Ajinomoto Co.  Inc.,도쿄,JPY,5174.0,-0.12,5058804077184.0,3479300.0,0.97,식품 가공,True,일본,2026.0,3.31,1530556000000.0,13197219000000.0,1439231000000.0,12409769000000.0,1583719000000.0,13655617000000.002,49.48,37.91,46.38,6.5,3.78,6.75,233433000000.0,2012776000000.0,219592000000.0,1893432000000.0,249268000000.0,2149313000000.0,146974000000.0,1267283000000.0,141297000000.0,1218333000000.0,160356000000.0,1382670000000.0,70272000000.0,605920000000.0,87121000000.0,751201000000.0,134675000000.0,1161235000000.0,0.9,1.28,4.62,6.21,8.21,10.13
8309,8309.T,스미토모 미쓰이 트러스트 그룹,Sumitomo Mitsui Trust Group  Inc.,도쿄,JPY,1801.0,0.78,5034248707920.0,9802400.0,2.66,은행,True,일본,2026.0,3.31,1159919000000.0,10001402000000.0,1008989000000.0,8700008000000.0,1268738000000.0,10939693000000.0,14.14,28.48,16.69,1.24,0.81,1.4,812817000000.0,7008514999999.999,552090000000.0,4760396000000.0,915716000000.0,7895761000000.0,763092000000.0,6579761000000.0,507508000000.0,4375988000000.0,861645000000.0,7429534000000.0,257635000000.0,2221458000000.0,79199000000.0,682893000000.0,317566000000.0,2738213000000.0,2.91,3.51,0.34,0.11,0.4,67.91
6971,6971.T,교세라,KYOCERA CORPORATION,도쿄,JPY,3503.0,-0.09,4971110172460.0,4191100.0,1.6,전자 장비 및 부품,True,일본,2026.0,3.31,2014454000000.0,17369629999999.998,2004221000000.0,17281396000000.0,2093320000000.0,18049652000000.0,92.7,24.25,33.14,1.19,0.76,1.43,227822000000.0,1964395000000.0,249874000000.0,2154539000000.0,287038000000.0,2474985000000.0,66895000000.0,576802000000.0,92924000000.0,801237000000.0,128849000000.0,1111001000000.0,24097000000.0,207776000000.00003,101074000000.0,871511000000.0,140969000000.0,1215505000000.0,1.85,2.88,0.61,2.45,3.17,6.16
3382,3382.T,세븐 & 아이 홀딩스,Seven & i Holdings Co.  Ltd.,도쿄,JPY,2060.5,0.02,4780892328115.0,10377300.0,2.91,식품 소매 및 유통,True,일본,2026.0,2.28,11972760000000.0,103235123000000.0,11471750000000.0,98915164000000.0,10430270000000.0,89935003000000.0,14.69,9.91,12.53,1.4,1.43,1.28,995793000000.0,8586225000000.0,1054949000000.0,9096298000000.0,942892000000.0,8130086000000.0,420991000000.0,3629995000000.0,534248000000.0,4606553000000.0,422993000000.0,3647257000000.0,173068000000.0,1492279000000.0,224623000000.0,1936812000000.0,292760000000.0,2524323000000.0,2.06,1.91,1.67,2.22,2.91,4.06
1605,1605.T,국제석유개발제석,INPEX CORPORATION,도쿄,JPY,3780.0,-2.8,4759534333260.0,5239700.0,2.88,"오일, 가스 탐사 및 생산",True,일본,2025.0,12.31,2265837000000.0,19537180000000.0,2164516000000.0,18663539000000.0,2011351000000.0,17342874000000.0,10.26,6.23,12.24,0.91,0.56,0.95,1526101000000.0,13158806000000.0,1523399000000.0,13135507999999.998,1356986000000.0,11700612000000.0,1165731000000.0,10051516000000.0,1207486000000.0,10411548000000.0,1006139000000.0,8675434000000.0,427344000000.0,3684774000000.0,321707000000.0,2773919000000.0,393836000000.0,3395851000000.0,2.54,4.29,6.15,5.04,5.68,50.02
8802,8802.T,미쓰비시부동산,Mitsubishi Estate Company  Limited,도쿄,JPY,3693.0,-0.27,4472610417858.0,3605800.0,1.32,"부동산 임대, 개발 및 운영",True,일본,2026.0,3.31,1579812000000.0,13621929000000.0,1504687000000.0,12974164000000.0,1746148000000.0,15056160999999.998,27.51,19.04,19.03,2.13,1.35,1.72,419124000000.0,3613897000000.0,380640000000.0,3282068000000.0,440519000000.0,3798375000000.0,314082000000.0,2708172000000.0,283477000000.0,2444280000000.0,329730000000.0,2843097000000.0,189356000000.0,1632722000000.0,168432000000.0,1452305000000.0,222507000000.0,1918567000000.0,1.03,1.6,2.66,2.44,2.84,18.88
6273,6273.T,에스엠씨,SMC Corp,도쿄,JPY,67140.0,0.18,4288188763260.0,182700.0,1.49,산업용 기계 및 장비,True,일본,2026.0,3.31,792108000000.0,6829950999999.999,776873000000.0,6698587000000.0,842541000000.0,7264810000000.001,33.85,17.16,26.46,2.74,1.62,2.1,224552000000.0,1936200000000.0,229581000000.0,1979562000000.0,235404000000.0,2029771000000.0,190244000000.0,1640379000000.0,196226000000.0,1691959000000.0,190558000000.0,1643086000000.0,156344000000.0,1348076000000.0,178321000000.0,1537573000000.0,167302000000.0,1442561000000.0,1.21,2.11,7.46,8.87,7.58,22.62
4503,4503.T,아스텔라스제약,Astellas Pharma Inc.,도쿄,JPY,2355.5,-2.54,4262661373163.0,5484800.0,3.31,제약,True,일본,2026.0,3.31,1912323000000.0,16489004999999.998,1603672000000.0,13827662000000.0,2139245000000.0,18445640000000.0,24.01,29.63,12.52,2.92,1.52,2.32,462673000000.0,3989398000000.001,282446000000.0,2435391000000.0,574653000000.0,4954945000000.0,263541000000.0,2272382000000.0,124607000000.0,1074424000000.0,380059000000.0,3277058999999.9995,50747000000.0,437566000000.0,17045000000.0,146971000000.0,291535000000.0,2513761000000.0,3.08,5.32,1.47,0.57,8.44,17.77
4901,4901.T,후지필름 홀딩스,FUJIFILM Holdings Corporation,도쿄,JPY,3313.0,-0.33,4088739890892.0,3293400.0,2.26,특수 화학제,True,일본,2026.0,3.31,3195828000000.0,27556027000000.0,2960916000000.0,25530498000000.0,3356969000000.0,28945465000000.004,13.97,15.11,14.42,1.09,1.16,1.04,493722000000.0,4257118000000.0,426739000000.0,3679557000000.0,522581000000.0,4505955000000.0,330155000000.0,2846761000000.0,276725000000.0,2386061000000.0,350210000000.0,3019686000000.0,260720000000.0,2248058000000.0,243329000000.0,2098104000000.0,276415000000.0,2383388000000.0,2.32,1.75,5.24,5.36,4.87,10.43
8801,8801.T,미쓰이부동산,Mitsui Fudosan Co.  Ltd.,도쿄,JPY,1510.0,-0.33,4066707889830.0,10270800.0,2.44,"부동산 임대, 개발 및 운영",True,일본,2026.0,3.31,2625363000000.0,22637192000000.0,2383289000000.0,20549909000000.0,2709747000000.0,23364794000000.0,19.54,18.86,16.55,1.46,1.31,1.28,513248000000.0,4425481000000.0,473416000000.0,4082029000000.0,548764000000.0,4731718000000.0,372732000000.0,3213882000000.0,339690000000.0,2928977000000.0,397788000000.0,3429926999999.9995,248799000000.0,2145269000000.0,224647000000.0,1937019000000.0,278684000000.0,2402953000000.0,1.99,2.15,2.54,2.48,2.72,14.68
7269,7269.T,스즈키자동차,SUZUKI MOTOR CORPORATION,도쿄,JPY,2067.0,-1.97,4060800088800.0,6122500.0,2.42,자동차 및 트럭 제조,True,일본,2026.0,3.31,5825161000000.0,50227451000000.0,5374255000000.0,46339514000000.0,6292967000000.0,54261107999999.99,9.5,12.94,11.07,1.17,1.27,1.24,892929000000.0,7699280000000.0,662778000000.0,5714803000000.0,885990000000.0,7639449000000.001,643075000000.0,5544914000000.0,465563000000.0,4014317000000.0,608197000000.0,5244179000000.0,416050000000.0,3587391000000.0005,267717000000.0,2308390000000.0,439267000000.0,3787580000000.001,2.38,2.05,9.02,6.66,8.61,9.66
9020,9020.T,동일본여객철도,East Japan Railway Co,도쿄,JPY,3520.0,-0.98,3993130944000.0,3078100.0,2.39,지상 및 해상 여객 운송,True,일본,2026.0,3.31,2887553000000.0,24897926000000.0,2730118000000.0,23540442000000.0,3084679000000.0,26597645000000.0,15.49,16.4,14.0,1.37,1.28,1.33,782988000000.0,6751314000000.0,737333000000.0,6357654000000.0,842988000000.0,7268664000000.0,376786000000.0,3248837000000.0,345161000000.0,2976151000000.0,414258000000.0,3571940000000.0,224285000000.0,1933897000000.0,196449000000.0,1693882000000.0,247846000000.0,2137052000000.0,1.99,1.77,2.26,2.06,2.37,13.43
8267,8267.T,이온,AEON CO.  LTD.,도쿄,JPY,1409.0,1.33,3921992390589.0,15571500.0,1.08,식품 소매 및 유통,True,일본,2026.0,2.28,10134880000000.0,87388003000000.0,9553557000000.0,82375545000000.0,10715340000000.0,92393019000000.0,60.5,33.83,32.18,4.77,3.08,3.08,599806000000.0,5171827000000.0,595755000000.0,5136897000000.0,652958000000.0,5630130000000.0,237747000000.0,2049974000000.0,250822000000.0,2162713000000.0,270459000000.0,2332033000000.0,28783000000.0,248181000000.0,44692000000.0,385357000000.0,72677000000.0,626657000000.0,0.65,0.95,0.53,0.83,0.85,2.52
9022,9022.T,도카이여객철도,Central Japan Railway Co,도쿄,JPY,3857.0,-1.23,3839200716400.0,2031500.0,0.82,지상 및 해상 여객 운송,True,일본,2026.0,3.31,1831847000000.0,15795101000000.0,1710407000000.0,14747984000000.0,2006218000000.0,17298615000000.0,8.77,7.43,6.88,0.88,0.69,0.74,910836000000.0,7853683000000.0,823787000000.0,7103103000000.0,1036102000000.0,8933789000000.0,702794000000.0,6059841000000.0,607381000000.0,5237143000000.0,830167000000.0,7158114999999.999,458423000000.0,3952752000000.0,384411000000.0,3314583999999.9995,552871000000.0,4767130000000.0,0.78,1.03,4.58,4.0,5.3,41.38
5401,5401.T,일본제철,NIPPON STEEL CORPORATION,도쿄,JPY,691.9,-1.8,3718017198544.0,47309000.0,3.41,철 및 강철,True,일본,2026.0,3.31,8695526000000.0,74977173000000.0,8868097000000.0,76465166000000.0,10063220000000.0,86770114000000.0,6.0,5.02,16.14,0.55,0.58,0.64,955308000000.0,8237142999999.999,1024177000000.0,8830966000000.0,1004623000000.0,8662362000000.0,570067000000.0,4915403000000.0,661176000000.0,5700990000000.0,430708000000.0,3713780000000.001,350227000000.0,3019832000000.0,549372000000.0,4736960000000.0,17158000000.0,147945000000.0,4.9,5.51,3.54,5.8,0.35,4.28
